property_id,check_in_date,room_category,successful_bookings,capacity,remaining_rooms
17564,2022-06-17,RT4,7,17,10
18560,2022-06-17,RT4,10,15,5
19560,2022-06-17,RT4,10,16,6
18559,2022-06-17,RT4,9,19,10
17563,2022-06-17,RT4,13,19,6
19562,2022-06-17,RT4,10,14,4
17559,2022-06-17,RT4,8,14,6
18558,2022-06-17,RT4,10,20,10
18562,2022-06-17,RT4,12,20,8
18563,2022-06-17,RT4,9,18,9
16563,2022-06-17,RT4,13,18,5
16559,2022-06-17,RT4,10,18,8
16562,2022-06-17,RT4,3,6,3
17558,2022-06-17,RT4,3,6,3
17562,2022-06-17,RT4,3,6,3
19563,2022-06-17,RT4,3,6,3
16560,2022-06-17,RT4,3,7,4
19561,2022-06-17,RT4,3,7,4
17561,2022-06-17,RT4,3,4,1
16559,2022-06-18,RT1,29,30,1
18560,2022-06-18,RT1,26,30,4
19562,2022-06-18,RT1,27,30,3
19563,2022-06-18,RT1,22,30,8
17558,2022-06-18,RT1,14,19,5
16558,2022-06-18,RT1,17,19,2
17560,2022-06-18,RT1,29,40,11
19558,2022-06-18,RT1,23,40,17
19560,2022-06-18,RT1,24,26,2
17561,2022-06-18,RT1,22,26,4
16560,2022-06-18,RT1,25,34,9
16561,2022-06-18,RT1,17,18,1
16562,2022-06-18,RT1,22,31,9
16563,2022-06-18,RT1,37,41,4
17559,2022-06-18,RT1,32,32,0
17562,2022-06-18,RT1,12,20,8
17563,2022-06-18,RT1,22,25,3
18558,2022-06-18,RT1,12,15,3
18559,2022-06-18,RT1,26,42,16
18561,2022-06-18,RT1,28,33,5
18562,2022-06-18,RT1,38,38,0
18563,2022-06-18,RT1,18,27,9
19559,2022-06-18,RT1,17,24,7
19561,2022-06-18,RT1,25,36,11
17564,2022-06-18,RT1,10,16,6
19562,2022-06-18,RT2,20,23,3
18563,2022-06-18,RT2,21,29,8
17561,2022-06-18,RT2,32,36,4
17558,2022-06-18,RT2,34,50,16
16562,2022-06-18,RT2,32,43,11
16561,2022-06-18,RT2,23,24,1
16558,2022-06-18,RT2,21,22,1
19560,2022-06-18,RT2,33,38,5
16563,2022-06-18,RT2,34,38,4
16559,2022-06-18,RT2,37,41,4
19559,2022-06-18,RT2,30,41,11
19558,2022-06-18,RT2,22,39,17
17559,2022-06-18,RT2,36,39,3
16560,2022-06-18,RT2,24,34,10
18562,2022-06-18,RT2,32,34,2
18559,2022-06-18,RT2,30,44,14
17563,2022-06-18,RT2,41,44,3
17562,2022-06-18,RT2,20,30,10
18558,2022-06-18,RT2,22,30,8
17564,2022-06-18,RT2,26,40,14
18561,2022-06-18,RT2,37,40,3
18560,2022-06-18,RT2,37,40,3
17560,2022-06-18,RT2,35,45,10
19561,2022-06-18,RT2,32,45,13
19563,2022-06-18,RT2,34,45,11
19563,2022-06-18,RT3,20,29,9
19562,2022-06-18,RT3,29,29,0
19561,2022-06-18,RT3,20,29,9
18562,2022-06-18,RT3,27,29,2
17558,2022-06-18,RT3,21,27,6
17562,2022-06-18,RT3,16,27,11
19559,2022-06-18,RT3,21,27,6
16559,2022-06-18,RT3,29,32,3
16558,2022-06-18,RT3,7,8,1
17560,2022-06-18,RT3,18,25,7
18561,2022-06-18,RT3,22,25,3
16561,2022-06-18,RT3,20,21,1
16563,2022-06-18,RT3,19,20,1
17561,2022-06-18,RT3,18,19,1
18558,2022-06-18,RT3,19,26,7
18560,2022-06-18,RT3,23,24,1
18563,2022-06-18,RT3,17,23,6
19560,2022-06-18,RT3,16,19,3
16562,2022-06-18,RT3,13,18,5
17563,2022-06-18,RT3,13,16,3
18559,2022-06-18,RT3,13,23,10
16560,2022-06-18,RT3,14,20,6
17559,2022-06-18,RT3,14,16,2
17564,2022-06-18,RT3,14,24,10
19558,2022-06-18,RT3,12,21,9
19559,2022-06-18,RT4,2,3,1
16562,2022-06-18,RT4,4,6,2
17558,2022-06-18,RT4,4,6,2
17562,2022-06-18,RT4,4,6,2
19558,2022-06-18,RT4,4,7,3
19561,2022-06-18,RT4,5,7,2
19563,2022-06-18,RT4,5,6,1
16560,2022-06-18,RT4,6,7,1
16561,2022-06-18,RT4,9,10,1
17560,2022-06-18,RT4,9,13,4
18561,2022-06-18,RT4,9,9,0
17564,2022-06-18,RT4,10,17,7
18560,2022-06-18,RT4,14,15,1
19560,2022-06-18,RT4,15,16,1
18559,2022-06-18,RT4,11,19,8
17563,2022-06-18,RT4,17,19,2
19562,2022-06-18,RT4,11,14,3
17559,2022-06-18,RT4,13,14,1
18558,2022-06-18,RT4,15,20,5
18562,2022-06-18,RT4,18,20,2
18563,2022-06-18,RT4,13,18,5
16563,2022-06-18,RT4,18,18,0
16559,2022-06-18,RT4,18,18,0
17561,2022-06-18,RT4,3,4,1
16558,2022-06-18,RT4,3,3,0
19563,2022-06-19,RT3,19,29,10
18560,2022-06-19,RT1,25,30,5
19562,2022-06-19,RT1,26,30,4
19563,2022-06-19,RT1,17,30,13
17558,2022-06-19,RT1,12,19,7
16558,2022-06-19,RT1,13,19,6
17560,2022-06-19,RT1,26,40,14
19558,2022-06-19,RT1,21,40,19
19560,2022-06-19,RT1,21,26,5
17561,2022-06-19,RT1,17,26,9
16560,2022-06-19,RT1,20,34,14
16561,2022-06-19,RT1,12,18,6
16562,2022-06-19,RT1,18,31,13
16563,2022-06-19,RT1,31,41,10
17559,2022-06-19,RT1,26,32,6
17562,2022-06-19,RT1,10,20,10
17563,2022-06-19,RT1,17,25,8
18558,2022-06-19,RT1,10,15,5
18559,2022-06-19,RT1,21,42,21
18561,2022-06-19,RT1,24,33,9
18562,2022-06-19,RT1,30,38,8
18563,2022-06-19,RT1,15,27,12
19559,2022-06-19,RT1,16,24,8
19561,2022-06-19,RT1,22,36,14
17564,2022-06-19,RT1,8,16,8
19562,2022-06-19,RT2,19,23,4
18563,2022-06-19,RT2,16,29,13
17561,2022-06-19,RT2,24,36,12
17558,2022-06-19,RT2,34,50,16
16562,2022-06-19,RT2,25,43,18
16561,2022-06-19,RT2,17,24,7
16558,2022-06-19,RT2,19,22,3
19560,2022-06-19,RT2,26,38,12
16563,2022-06-19,RT2,25,38,13
16559,2022-06-19,RT2,29,41,12
19559,2022-06-19,RT2,23,41,18
19558,2022-06-19,RT2,19,39,20
17559,2022-06-19,RT2,29,39,10
16560,2022-06-19,RT2,19,34,15
18562,2022-06-19,RT2,23,34,11
18559,2022-06-19,RT2,22,44,22
17563,2022-06-19,RT2,30,44,14
17562,2022-06-19,RT2,17,30,13
18558,2022-06-19,RT2,16,30,14
17564,2022-06-19,RT2,19,40,21
18561,2022-06-19,RT2,32,40,8
18560,2022-06-19,RT2,35,40,5
17560,2022-06-19,RT2,28,45,17
19561,2022-06-19,RT2,26,45,19
19563,2022-06-19,RT2,26,45,19
16559,2022-06-19,RT1,22,30,8
19562,2022-06-19,RT3,21,29,8
19561,2022-06-19,RT3,18,29,11
18562,2022-06-19,RT3,20,29,9
17558,2022-06-19,RT3,16,27,11
17562,2022-06-19,RT3,13,27,14
19559,2022-06-19,RT3,17,27,10
16559,2022-06-19,RT3,24,32,8
16558,2022-06-19,RT3,6,8,2
17560,2022-06-19,RT3,16,25,9
18561,2022-06-19,RT3,17,25,8
17561,2022-06-19,RT3,16,19,3
18558,2022-06-19,RT3,17,26,9
18560,2022-06-19,RT3,21,24,3
18563,2022-06-19,RT3,15,23,8
19560,2022-06-19,RT3,15,19,4
16563,2022-06-19,RT3,13,20,7
16561,2022-06-19,RT3,14,21,7
17564,2022-06-19,RT3,14,24,10
16560,2022-06-19,RT3,12,20,8
16562,2022-06-19,RT3,12,18,6
19558,2022-06-19,RT3,12,21,9
17559,2022-06-19,RT3,11,16,5
17563,2022-06-19,RT3,11,16,5
18559,2022-06-19,RT3,11,23,12
19559,2022-06-19,RT4,2,3,1
16558,2022-06-19,RT4,2,3,1
16562,2022-06-19,RT4,4,6,2
17558,2022-06-19,RT4,4,6,2
19563,2022-06-19,RT4,4,6,2
16560,2022-06-19,RT4,4,7,3
19561,2022-06-19,RT4,4,7,3
18561,2022-06-19,RT4,6,9,3
16561,2022-06-19,RT4,7,10,3
17560,2022-06-19,RT4,8,13,5
17564,2022-06-19,RT4,8,17,9
18560,2022-06-19,RT4,11,15,4
19560,2022-06-19,RT4,14,16,2
18559,2022-06-19,RT4,8,19,11
17563,2022-06-19,RT4,15,19,4
19562,2022-06-19,RT4,9,14,5
17559,2022-06-19,RT4,11,14,3
18558,2022-06-19,RT4,11,20,9
18562,2022-06-19,RT4,14,20,6
18563,2022-06-19,RT4,11,18,7
16563,2022-06-19,RT4,12,18,6
16559,2022-06-19,RT4,13,18,5
17562,2022-06-19,RT4,3,6,3
19558,2022-06-19,RT4,3,7,4
17561,2022-06-19,RT4,3,4,1
16559,2022-06-20,RT1,18,30,12
19562,2022-06-20,RT1,16,30,14
19563,2022-06-20,RT1,15,30,15
17558,2022-06-20,RT1,7,19,12
16558,2022-06-20,RT1,12,19,7
17560,2022-06-20,RT1,15,40,25
19558,2022-06-20,RT1,11,40,29
19560,2022-06-20,RT1,14,26,12
17561,2022-06-20,RT1,11,26,15
16560,2022-06-20,RT1,13,34,21
16561,2022-06-20,RT1,10,18,8
16562,2022-06-20,RT1,12,31,19
16563,2022-06-20,RT1,22,41,19
17559,2022-06-20,RT1,18,32,14
17562,2022-06-20,RT1,8,20,12
17563,2022-06-20,RT1,13,25,12
18558,2022-06-20,RT1,7,15,8
18559,2022-06-20,RT1,13,42,29
18561,2022-06-20,RT1,18,33,15
18562,2022-06-20,RT1,19,38,19
18563,2022-06-20,RT1,12,27,15
19559,2022-06-20,RT1,10,24,14
19561,2022-06-20,RT1,17,36,19
17564,2022-06-20,RT1,6,16,10
19562,2022-06-20,RT2,11,23,12
18563,2022-06-20,RT2,14,29,15
17561,2022-06-20,RT2,21,36,15
17558,2022-06-20,RT2,21,50,29
16562,2022-06-20,RT2,19,43,24
16561,2022-06-20,RT2,12,24,12
16558,2022-06-20,RT2,11,22,11
19560,2022-06-20,RT2,20,38,18
16563,2022-06-20,RT2,17,38,21
16559,2022-06-20,RT2,20,41,21
19559,2022-06-20,RT2,21,41,20
19558,2022-06-20,RT2,13,39,26
17559,2022-06-20,RT2,17,39,22
16560,2022-06-20,RT2,17,34,17
18562,2022-06-20,RT2,15,34,19
18559,2022-06-20,RT2,17,44,27
17563,2022-06-20,RT2,23,44,21
17562,2022-06-20,RT2,11,30,19
18558,2022-06-20,RT2,12,30,18
17564,2022-06-20,RT2,13,40,27
18561,2022-06-20,RT2,21,40,19
18560,2022-06-20,RT2,19,40,21
17560,2022-06-20,RT2,18,45,27
19561,2022-06-20,RT2,16,45,29
19563,2022-06-20,RT2,18,45,27
19563,2022-06-20,RT3,14,29,15
18560,2022-06-20,RT1,17,30,13
19562,2022-06-20,RT3,14,29,15
19561,2022-06-20,RT3,11,29,18
18562,2022-06-20,RT3,16,29,13
17558,2022-06-20,RT3,11,27,16
17562,2022-06-20,RT3,8,27,19
19559,2022-06-20,RT3,11,27,16
16559,2022-06-20,RT3,17,32,15
16558,2022-06-20,RT3,3,8,5
16562,2022-06-20,RT3,8,18,10
17559,2022-06-20,RT3,8,16,8
19558,2022-06-20,RT3,8,21,13
18561,2022-06-20,RT3,13,25,12
17563,2022-06-20,RT3,9,16,7
18559,2022-06-20,RT3,9,23,14
18563,2022-06-20,RT3,9,23,14
19560,2022-06-20,RT3,9,19,10
16560,2022-06-20,RT3,10,20,10
17564,2022-06-20,RT3,10,24,14
16563,2022-06-20,RT3,12,20,8
16561,2022-06-20,RT3,11,21,10
17560,2022-06-20,RT3,11,25,14
17561,2022-06-20,RT3,11,19,8
18558,2022-06-20,RT3,11,26,15
18560,2022-06-20,RT3,11,24,13
17561,2022-06-20,RT4,2,4,2
17562,2022-06-20,RT4,2,6,4
19561,2022-06-20,RT4,2,7,5
19563,2022-06-20,RT4,2,6,4
16558,2022-06-20,RT4,2,3,1
17560,2022-06-20,RT4,4,13,9
16561,2022-06-20,RT4,5,10,5
18561,2022-06-20,RT4,5,9,4
17564,2022-06-20,RT4,6,17,11
19559,2022-06-20,RT4,1,3,2
18560,2022-06-20,RT4,7,15,8
19560,2022-06-20,RT4,8,16,8
18559,2022-06-20,RT4,8,19,11
17563,2022-06-20,RT4,10,19,9
19562,2022-06-20,RT4,8,14,6
17559,2022-06-20,RT4,8,14,6
18558,2022-06-20,RT4,8,20,12
18562,2022-06-20,RT4,11,20,9
18563,2022-06-20,RT4,7,18,11
16563,2022-06-20,RT4,10,18,8
16559,2022-06-20,RT4,11,18,7
16562,2022-06-20,RT4,3,6,3
17558,2022-06-20,RT4,3,6,3
16560,2022-06-20,RT4,3,7,4
19558,2022-06-20,RT4,3,7,4
16559,2022-06-21,RT1,13,30,17
18560,2022-06-21,RT1,15,30,15
19562,2022-06-21,RT1,12,30,18
19563,2022-06-21,RT1,13,30,17
17558,2022-06-21,RT1,6,19,13
16558,2022-06-21,RT1,9,19,10
17560,2022-06-21,RT1,15,40,25
19558,2022-06-21,RT1,14,40,26
19560,2022-06-21,RT1,13,26,13
17561,2022-06-21,RT1,13,26,13
16560,2022-06-21,RT1,15,34,19
16561,2022-06-21,RT1,10,18,8
16562,2022-06-21,RT1,13,31,18
16563,2022-06-21,RT1,22,41,19
17559,2022-06-21,RT1,17,32,15
17562,2022-06-21,RT1,7,20,13
17563,2022-06-21,RT1,14,25,11
18558,2022-06-21,RT1,8,15,7
18559,2022-06-21,RT1,12,42,30
18561,2022-06-21,RT1,18,33,15
18562,2022-06-21,RT1,20,38,18
18563,2022-06-21,RT1,11,27,16
19559,2022-06-21,RT1,10,24,14
19561,2022-06-21,RT1,13,36,23
17564,2022-06-21,RT1,6,16,10
19562,2022-06-21,RT2,11,23,12
18563,2022-06-21,RT2,10,29,19
17561,2022-06-21,RT2,20,36,16
17558,2022-06-21,RT2,21,50,29
16562,2022-06-21,RT2,21,43,22
16561,2022-06-21,RT2,13,24,11
16558,2022-06-21,RT2,10,22,12
19560,2022-06-21,RT2,21,38,17
16563,2022-06-21,RT2,21,38,17
16559,2022-06-21,RT2,23,41,18
19559,2022-06-21,RT2,18,41,23
19558,2022-06-21,RT2,14,39,25
17559,2022-06-21,RT2,23,39,16
16560,2022-06-21,RT2,15,34,19
18562,2022-06-21,RT2,22,34,12
18559,2022-06-21,RT2,14,44,30
17563,2022-06-21,RT2,21,44,23
17562,2022-06-21,RT2,11,30,19
18558,2022-06-21,RT2,13,30,17
17564,2022-06-21,RT2,12,40,28
18561,2022-06-21,RT2,19,40,21
18560,2022-06-21,RT2,19,40,21
17560,2022-06-21,RT2,19,45,26
19561,2022-06-21,RT2,20,45,25
19563,2022-06-21,RT2,22,45,23
19563,2022-06-21,RT3,12,29,17
19562,2022-06-21,RT3,13,29,16
19561,2022-06-21,RT3,11,29,18
18562,2022-06-21,RT3,14,29,15
17558,2022-06-21,RT3,12,27,15
17562,2022-06-21,RT3,9,27,18
19559,2022-06-21,RT3,12,27,15
16559,2022-06-21,RT3,16,32,16
16558,2022-06-21,RT3,3,8,5
16560,2022-06-21,RT3,8,20,12
16562,2022-06-21,RT3,8,18,10
17559,2022-06-21,RT3,8,16,8
18559,2022-06-21,RT3,8,23,15
18563,2022-06-21,RT3,8,23,15
19558,2022-06-21,RT3,8,21,13
18558,2022-06-21,RT3,9,26,17
17564,2022-06-21,RT3,9,24,15
16563,2022-06-21,RT3,10,20,10
17560,2022-06-21,RT3,10,25,15
17561,2022-06-21,RT3,10,19,9
17563,2022-06-21,RT3,10,16,6
19560,2022-06-21,RT3,10,19,9
16561,2022-06-21,RT3,12,21,9
18561,2022-06-21,RT3,12,25,13
18560,2022-06-21,RT3,11,24,13
16560,2022-06-21,RT4,2,7,5
16558,2022-06-21,RT4,2,3,1
19563,2022-06-21,RT4,4,6,2
18561,2022-06-21,RT4,4,9,5
16561,2022-06-21,RT4,6,10,4
17560,2022-06-21,RT4,6,13,7
17564,2022-06-21,RT4,6,17,11
19559,2022-06-21,RT4,1,3,2
18560,2022-06-21,RT4,9,15,6
19560,2022-06-21,RT4,10,16,6
18559,2022-06-21,RT4,6,19,13
17563,2022-06-21,RT4,9,19,10
19562,2022-06-21,RT4,6,14,8
17559,2022-06-21,RT4,9,14,5
18558,2022-06-21,RT4,8,20,12
18562,2022-06-21,RT4,10,20,10
18563,2022-06-21,RT4,7,18,11
16563,2022-06-21,RT4,11,18,7
16559,2022-06-21,RT4,10,18,8
16562,2022-06-21,RT4,3,6,3
17558,2022-06-21,RT4,3,6,3
17562,2022-06-21,RT4,3,6,3
19558,2022-06-21,RT4,3,7,4
19561,2022-06-21,RT4,3,7,4
17561,2022-06-21,RT4,3,4,1
19563,2022-06-22,RT3,11,29,18
16559,2022-06-22,RT1,15,30,15
18560,2022-06-22,RT1,14,30,16
19562,2022-06-22,RT1,15,30,15
19563,2022-06-22,RT1,12,30,18
17558,2022-06-22,RT1,8,19,11
16558,2022-06-22,RT1,10,19,9
17560,2022-06-22,RT1,16,40,24
19558,2022-06-22,RT1,12,40,28
19560,2022-06-22,RT1,12,26,14
17561,2022-06-22,RT1,15,26,11
16560,2022-06-22,RT1,14,34,20
16561,2022-06-22,RT1,11,18,7
16562,2022-06-22,RT1,11,31,20
16563,2022-06-22,RT1,20,41,21
17559,2022-06-22,RT1,14,32,18
17562,2022-06-22,RT1,7,20,13
17563,2022-06-22,RT1,10,25,15
18558,2022-06-22,RT1,5,15,10
18559,2022-06-22,RT1,15,42,27
18561,2022-06-22,RT1,15,33,18
18562,2022-06-22,RT1,17,38,21
18563,2022-06-22,RT1,13,27,14
19559,2022-06-22,RT1,9,24,15
19561,2022-06-22,RT1,15,36,21
17564,2022-06-22,RT1,5,16,11
19562,2022-06-22,RT2,12,23,11
18563,2022-06-22,RT2,13,29,16
17561,2022-06-22,RT2,19,36,17
17558,2022-06-22,RT2,22,50,28
16562,2022-06-22,RT2,18,43,25
16561,2022-06-22,RT2,13,24,11
16558,2022-06-22,RT2,10,22,12
19560,2022-06-22,RT2,19,38,19
16563,2022-06-22,RT2,19,38,19
16559,2022-06-22,RT2,22,41,19
19559,2022-06-22,RT2,19,41,22
19558,2022-06-22,RT2,13,39,26
17559,2022-06-22,RT2,23,39,16
16560,2022-06-22,RT2,14,34,20
18562,2022-06-22,RT2,21,34,13
18559,2022-06-22,RT2,17,44,27
17563,2022-06-22,RT2,23,44,21
17562,2022-06-22,RT2,10,30,20
18558,2022-06-22,RT2,15,30,15
17564,2022-06-22,RT2,19,40,21
18561,2022-06-22,RT2,18,40,22
18560,2022-06-22,RT2,20,40,20
17560,2022-06-22,RT2,18,45,27
19561,2022-06-22,RT2,18,45,27
19563,2022-06-22,RT2,19,45,26
19562,2022-06-22,RT3,15,29,14
19561,2022-06-22,RT3,12,29,17
18562,2022-06-22,RT3,16,29,13
17558,2022-06-22,RT3,13,27,14
17562,2022-06-22,RT3,11,27,16
19559,2022-06-22,RT3,13,27,14
16559,2022-06-22,RT3,16,32,16
16558,2022-06-22,RT3,4,8,4
16562,2022-06-22,RT3,7,18,11
17559,2022-06-22,RT3,7,16,9
18559,2022-06-22,RT3,7,23,16
17563,2022-06-22,RT3,8,16,8
19558,2022-06-22,RT3,8,21,13
17564,2022-06-22,RT3,8,24,16
16560,2022-06-22,RT3,9,20,11
18563,2022-06-22,RT3,9,23,14
19560,2022-06-22,RT3,9,19,10
16563,2022-06-22,RT3,10,20,10
18558,2022-06-22,RT3,10,26,16
16561,2022-06-22,RT3,12,21,9
17560,2022-06-22,RT3,12,25,13
18560,2022-06-22,RT3,12,24,12
17561,2022-06-22,RT3,11,19,8
18561,2022-06-22,RT3,11,25,14
17561,2022-06-22,RT4,2,4,2
17562,2022-06-22,RT4,2,6,4
19563,2022-06-22,RT4,2,6,4
16558,2022-06-22,RT4,2,3,1
17558,2022-06-22,RT4,4,6,2
18561,2022-06-22,RT4,4,9,5
16561,2022-06-22,RT4,5,10,5
17560,2022-06-22,RT4,5,13,8
17564,2022-06-22,RT4,5,17,12
18560,2022-06-22,RT4,6,15,9
19559,2022-06-22,RT4,1,3,2
19560,2022-06-22,RT4,8,16,8
18559,2022-06-22,RT4,6,19,13
17563,2022-06-22,RT4,10,19,9
19562,2022-06-22,RT4,8,14,6
17559,2022-06-22,RT4,7,14,7
18558,2022-06-22,RT4,8,20,12
18562,2022-06-22,RT4,11,20,9
18563,2022-06-22,RT4,7,18,11
16563,2022-06-22,RT4,9,18,9
16559,2022-06-22,RT4,9,18,9
16562,2022-06-22,RT4,3,6,3
16560,2022-06-22,RT4,3,7,4
19558,2022-06-22,RT4,3,7,4
19561,2022-06-22,RT4,3,7,4
19563,2022-06-23,RT3,13,29,16
18560,2022-06-23,RT1,15,30,15
19562,2022-06-23,RT1,14,30,16
19563,2022-06-23,RT1,11,30,19
17558,2022-06-23,RT1,8,19,11
16558,2022-06-23,RT1,9,19,10
17560,2022-06-23,RT1,18,40,22
19558,2022-06-23,RT1,11,40,29
19560,2022-06-23,RT1,13,26,13
17561,2022-06-23,RT1,16,26,10
16560,2022-06-23,RT1,15,34,19
16561,2022-06-23,RT1,9,18,9
16562,2022-06-23,RT1,16,31,15
16563,2022-06-23,RT1,22,41,19
17559,2022-06-23,RT1,14,32,18
17562,2022-06-23,RT1,7,20,13
17563,2022-06-23,RT1,10,25,15
18558,2022-06-23,RT1,6,15,9
18559,2022-06-23,RT1,16,42,26
18561,2022-06-23,RT1,15,33,18
18562,2022-06-23,RT1,16,38,22
18563,2022-06-23,RT1,10,27,17
19559,2022-06-23,RT1,10,24,14
19561,2022-06-23,RT1,13,36,23
17564,2022-06-23,RT1,5,16,11
19562,2022-06-23,RT2,11,23,12
18563,2022-06-23,RT2,12,29,17
17561,2022-06-23,RT2,21,36,15
17558,2022-06-23,RT2,18,50,32
16562,2022-06-23,RT2,18,43,25
16561,2022-06-23,RT2,11,24,13
16558,2022-06-23,RT2,11,22,11
19560,2022-06-23,RT2,19,38,19
16563,2022-06-23,RT2,19,38,19
16559,2022-06-23,RT2,21,41,20
19559,2022-06-23,RT2,21,41,20
19558,2022-06-23,RT2,14,39,25
17559,2022-06-23,RT2,20,39,19
16560,2022-06-23,RT2,16,34,18
18562,2022-06-23,RT2,17,34,17
18559,2022-06-23,RT2,14,44,30
17563,2022-06-23,RT2,26,44,18
17562,2022-06-23,RT2,10,30,20
18558,2022-06-23,RT2,12,30,18
17564,2022-06-23,RT2,12,40,28
18561,2022-06-23,RT2,19,40,21
18560,2022-06-23,RT2,17,40,23
17560,2022-06-23,RT2,20,45,25
19561,2022-06-23,RT2,19,45,26
19563,2022-06-23,RT2,18,45,27
16559,2022-06-23,RT1,15,30,15
19562,2022-06-23,RT3,15,29,14
19561,2022-06-23,RT3,12,29,17
18562,2022-06-23,RT3,15,29,14
17558,2022-06-23,RT3,11,27,16
17562,2022-06-23,RT3,9,27,18
19559,2022-06-23,RT3,10,27,17
16559,2022-06-23,RT3,19,32,13
16558,2022-06-23,RT3,4,8,4
16562,2022-06-23,RT3,7,18,11
19558,2022-06-23,RT3,7,21,14
17561,2022-06-23,RT3,8,19,11
18559,2022-06-23,RT3,8,23,15
17564,2022-06-23,RT3,8,24,16
18561,2022-06-23,RT3,13,25,12
18560,2022-06-23,RT3,14,24,10
16560,2022-06-23,RT3,9,20,11
17560,2022-06-23,RT3,9,25,16
17563,2022-06-23,RT3,9,16,7
16563,2022-06-23,RT3,10,20,10
17559,2022-06-23,RT3,10,16,6
18558,2022-06-23,RT3,10,26,16
18563,2022-06-23,RT3,10,23,13
19560,2022-06-23,RT3,10,19,9
16561,2022-06-23,RT3,11,21,10
17562,2022-06-23,RT4,2,6,4
19558,2022-06-23,RT4,2,7,5
19561,2022-06-23,RT4,2,7,5
16558,2022-06-23,RT4,2,3,1
16560,2022-06-23,RT4,4,7,3
16561,2022-06-23,RT4,5,10,5
17560,2022-06-23,RT4,5,13,8
18561,2022-06-23,RT4,5,9,4
17564,2022-06-23,RT4,6,17,11
19559,2022-06-23,RT4,1,3,2
18560,2022-06-23,RT4,8,15,7
19560,2022-06-23,RT4,8,16,8
18559,2022-06-23,RT4,6,19,13
17563,2022-06-23,RT4,8,19,11
19562,2022-06-23,RT4,7,14,7
17559,2022-06-23,RT4,7,14,7
18558,2022-06-23,RT4,10,20,10
18562,2022-06-23,RT4,11,20,9
18563,2022-06-23,RT4,8,18,10
16563,2022-06-23,RT4,8,18,10
16559,2022-06-23,RT4,9,18,9
16562,2022-06-23,RT4,3,6,3
17558,2022-06-23,RT4,3,6,3
19563,2022-06-23,RT4,3,6,3
17561,2022-06-23,RT4,3,4,1
16559,2022-06-24,RT1,14,30,16
18560,2022-06-24,RT1,15,30,15
19562,2022-06-24,RT1,16,30,14
19563,2022-06-24,RT1,13,30,17
17558,2022-06-24,RT1,7,19,12
16558,2022-06-24,RT1,11,19,8
17560,2022-06-24,RT1,17,40,23
19558,2022-06-24,RT1,13,40,27
19560,2022-06-24,RT1,16,26,10
17561,2022-06-24,RT1,14,26,12
16560,2022-06-24,RT1,14,34,20
16561,2022-06-24,RT1,10,18,8
16562,2022-06-24,RT1,14,31,17
16563,2022-06-24,RT1,24,41,17
17559,2022-06-24,RT1,19,32,13
17562,2022-06-24,RT1,7,20,13
17563,2022-06-24,RT1,13,25,12
18558,2022-06-24,RT1,6,15,9
18559,2022-06-24,RT1,14,42,28
18561,2022-06-24,RT1,18,33,15
18562,2022-06-24,RT1,18,38,20
18563,2022-06-24,RT1,11,27,16
19559,2022-06-24,RT1,11,24,13
19561,2022-06-24,RT1,18,36,18
17564,2022-06-24,RT1,6,16,10
19562,2022-06-24,RT2,10,23,13
18563,2022-06-24,RT2,13,29,16
17561,2022-06-24,RT2,17,36,19
17558,2022-06-24,RT2,22,50,28
16562,2022-06-24,RT2,19,43,24
16561,2022-06-24,RT2,11,24,13
16558,2022-06-24,RT2,11,22,11
19560,2022-06-24,RT2,18,38,20
16563,2022-06-24,RT2,20,38,18
16559,2022-06-24,RT2,20,41,21
19559,2022-06-24,RT2,16,41,25
19558,2022-06-24,RT2,13,39,26
17559,2022-06-24,RT2,23,39,16
16560,2022-06-24,RT2,13,34,21
18562,2022-06-24,RT2,18,34,16
18559,2022-06-24,RT2,12,44,32
17563,2022-06-24,RT2,23,44,21
17562,2022-06-24,RT2,9,30,21
18558,2022-06-24,RT2,12,30,18
17564,2022-06-24,RT2,15,40,25
18561,2022-06-24,RT2,18,40,22
18560,2022-06-24,RT2,19,40,21
17560,2022-06-24,RT2,22,45,23
19561,2022-06-24,RT2,21,45,24
19563,2022-06-24,RT2,19,45,26
19563,2022-06-24,RT3,13,29,16
19562,2022-06-24,RT3,16,29,13
19561,2022-06-24,RT3,12,29,17
18562,2022-06-24,RT3,15,29,14
17558,2022-06-24,RT3,11,27,16
17562,2022-06-24,RT3,8,27,19
19559,2022-06-24,RT3,12,27,15
16559,2022-06-24,RT3,16,32,16
16558,2022-06-24,RT3,4,8,4
17563,2022-06-24,RT3,7,16,9
17559,2022-06-24,RT3,8,16,8
18559,2022-06-24,RT3,8,23,15
19558,2022-06-24,RT3,8,21,13
19560,2022-06-24,RT3,8,19,11
16561,2022-06-24,RT3,14,21,7
16560,2022-06-24,RT3,9,20,11
17561,2022-06-24,RT3,9,19,10
18563,2022-06-24,RT3,9,23,14
17564,2022-06-24,RT3,9,24,15
16562,2022-06-24,RT3,10,18,8
17560,2022-06-24,RT3,10,25,15
18558,2022-06-24,RT3,12,26,14
18560,2022-06-24,RT3,12,24,12
18561,2022-06-24,RT3,12,25,13
16563,2022-06-24,RT3,11,20,9
16562,2022-06-24,RT4,2,6,4
17561,2022-06-24,RT4,2,4,2
17562,2022-06-24,RT4,2,6,4
19558,2022-06-24,RT4,2,7,5
